Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3p9bSP15SjSJwvSKMqQ2bP,"Angel","Coast To Coast (Expanded)","Cody Simpson",2011-09-20,219626,26,false,quirky613,2026-06-25T23:50:14Z,"","Warner Music Group - X5 Music Group",0.662,0.808,8,-5.633,0,0.0583,0.367,0,0.165,0.754,102.105,4
spotify:track:6vqx1aWPmQSf0z1pe8Q0fL,"All Day","Coast To Coast (Expanded)","Cody Simpson",2011-09-20,187053,44,false,quirky613,2026-06-25T23:50:14Z,"","Warner Music Group - X5 Music Group",0.487,0.771,11,-5.564,0,0.0814,0.0188,0,0.336,0.619,85.012,4
spotify:track:1S1SlkM9aJLgVbrMlJ80FB,"Not Just You","Coast To Coast (Expanded)","Cody Simpson",2011-09-20,256973,28,false,quirky613,2026-06-25T23:50:14Z,"","Warner Music Group - X5 Music Group",0.478,0.518,9,-7.111,1,0.0983,0.239,0,0.11,0.335,175.8,3
spotify:track:32QHlLzPpISYgv8PzHYoiP,"On My Mind","Coast To Coast (Expanded)","Cody Simpson",2011-09-20,191626,35,false,quirky613,2026-06-25T23:50:14Z,"","Warner Music Group - X5 Music Group",0.571,0.765,4,-5.093,1,0.0298,0.0239,0,0.156,0.229,124.974,4
spotify:track:4GZZO6GBR9JS45EH2485ql,"Crazy but True","Coast To Coast (Expanded)","Cody Simpson",2011-09-20,236880,20,false,quirky613,2026-06-25T23:50:14Z,"","Warner Music Group - X5 Music Group",0.717,0.803,8,-5.109,1,0.028,0.122,0,0.0345,0.656,135.989,4
spotify:track:4IDHPQTQtxr88CXnIs1JM9,"Good as It Gets","Coast To Coast (Expanded)","Cody Simpson",2011-09-20,224386,17,false,quirky613,2026-06-25T23:50:14Z,"","Warner Music Group - X5 Music Group",0.766,0.843,5,-4.317,0,0.0522,0.0822,0,0.269,0.746,101.452,4
spotify:track:0mkRjDV6wzXg9rFUL1BEW0,"iYiYi (feat. Flo Rida)","4 U EP","Cody Simpson;Flo Rida",2010-12-20,235800,45,false,quirky613,2026-06-25T23:50:14Z,"reggae rock,reggae","Atlantic Records",0.629,0.721,5,-4.299,1,0.0287,0.0395,0,0.349,0.787,159.951,4
spotify:track:54PUd1iY2N2a5DPb7qnrzj,"Pretty Brown Eyes","Surfers Paradise (Expanded)","Cody Simpson",2013-07-23,168200,54,false,quirky613,2026-06-25T23:50:23Z,"","Warner Music Group - X5 Music Group",0.653,0.737,1,-5.446,1,0.0388,0.0181,0,0.136,0.763,99.033,4
spotify:track:2igDxrkivCPwagFMj7NHiy,"All Day - EP Version","Coast to Coast","Cody Simpson",2011-09-20,187053,47,false,quirky613,2026-06-25T23:50:23Z,"","Atlantic Records",0.487,0.771,11,-5.564,0,0.0814,0.0188,0,0.336,0.619,85.012,4
spotify:track:5cxllEuDs5ekHTeO7TBoeC,"We Cry","The Script","The Script",2008-07-14,223920,49,true,quirky613,2026-06-25T23:50:38Z,"","Phonogenic",0.556,0.88,7,-4.604,0,0.0645,0.0479,0,0.351,0.663,91.893,4
spotify:track:007YzRKaY8AP8kZhzjDoUM,"Walk Away (feat. B.o.B)","Science & Faith (US Version)","The Script;B.o.B",2011-01-18,218546,29,false,quirky613,2026-06-25T23:50:38Z,"","Phonogenic",0.513,0.849,8,-5.612,0,0.0579,0.00924,0,0.169,0.517,87.12,4
spotify:track:7bS44vQlZptySaALomFBY9,"Dead Man Walking","Science & Faith (US Version)","The Script",2011-01-18,234733,37,false,quirky613,2026-06-25T23:50:38Z,"","Phonogenic",0.403,0.724,9,-4.499,1,0.0322,0.0819,0,0.257,0.471,176.099,4
spotify:track:2w8YRnuCO0N1uv0QCPPoyQ,"Long Gone and Moved On","Science & Faith (US Version)","The Script",2011-01-18,257533,37,false,quirky613,2026-06-25T23:50:38Z,"","Phonogenic",0.577,0.818,2,-4.783,1,0.0279,0.0152,0,0.385,0.672,137.948,4
spotify:track:6cLxNwJmqxLbmbGPP8ulQr,"If You Ever Come Back","Science & Faith (US Version)","The Script",2011-01-18,242066,50,false,quirky613,2026-06-25T23:50:38Z,"","Phonogenic",0.547,0.794,7,-4.713,1,0.0276,0.0372,0,0.114,0.568,96.034,4
spotify:track:0c3yfC8zMRJGvmqphczhZb,"Nothing","Science & Faith (US Version)","The Script",2011-01-18,272213,57,false,quirky613,2026-06-25T23:50:38Z,"","Phonogenic",0.473,0.833,2,-5.013,1,0.039,0.00369,0,0.118,0.503,157.012,4
spotify:track:5ten1YZvGNOGCOAIapxDjh,"You Won't Feel a Thing","Science & Faith (US Version)","The Script",2011-01-18,273493,34,false,quirky613,2026-06-25T23:50:38Z,"","Phonogenic",0.493,0.865,1,-3.268,0,0.0309,0.00796,0,0.313,0.301,140.999,4
spotify:track:2NTaxjDg6oosFMJwF449C2,"If You See Kay","The Script","The Script",2008-07-14,192413,35,false,quirky613,2026-06-25T23:50:38Z,"","Epic/Phonogenic",0.624,0.745,5,-4.454,1,0.0393,0.0911,0,0.182,0.585,87.918,4
spotify:track:2iMHukOWdnvCB1G4kNxibG,"Talk You Down","The Script","The Script",2008-07-14,230693,36,false,quirky613,2026-06-25T23:50:38Z,"","Epic/Phonogenic",0.537,0.906,0,-3.928,1,0.0425,0.0535,0,0.155,0.386,136.036,4
spotify:track:7D3woUaa3J2wCsVy3pSbXH,"Before the Worst","The Script","The Script",2008-07-14,203066,42,false,quirky613,2026-06-25T23:50:38Z,"","Epic/Phonogenic",0.602,0.919,8,-4.204,0,0.0427,0.122,0,0.692,0.393,115.077,4
spotify:track:7ylpphbW8jf5bh7NKJnO8s,"レンズ","レンズ","Lilas",2022-06-14,238536,47,false,quirky613,2026-06-25T23:51:13Z,"","幾田りら",0.539,0.435,2,-5.455,1,0.0428,0.387,0,0.182,0.334,163.986,4
spotify:track:4nwjvcUjV7cexhwA40Bh5i,"Lover Girl","A Matter of Time","Laufey",2025-08-22,164400,82,false,quirky613,2026-06-25T23:51:26Z,"","Vingolf Recordings",0.658,0.447,11,-7.225,1,0.155,0.836,0,0.0752,0.899,87.907,4
spotify:track:5YgsVg1aqaWVveioOpHOV4,"Follow Me (Zoey 101)","Follow Me (Zoey 101)","Jamie Lynn Spears;Chantel Jeffries",2020-10-22,193526,42,false,quirky613,2026-06-25T23:51:31Z,"","Republic Records",0.724,0.571,0,-6.541,1,0.0408,0.023,0,0.258,0.322,122.029,4
spotify:track:3apgFxCTx6xgpkHtmYn1HH,"Full Circle","Breakout","Miley Cyrus",2008-01-01,194480,40,false,quirky613,2026-06-25T23:52:11Z,"","Hollywood Records",0.503,0.934,10,-3.68,1,0.0581,0.0258,0,0.139,0.508,145.081,4
spotify:track:0Ar1ynkK5zEqFsw2vgez4w,"Right Back Where We Started From","Lost Hits Of The 70's (All Original Artists & Versions)","Maxine Nightingale",2010-01-01,198333,0,false,quirky613,2026-06-25T23:54:56Z,"","Capitol Records",0.678,0.524,5,-9.679,1,0.0708,0.53,0.0000246,0.153,0.891,148.246,4
spotify:track:7bnRX1ObyGzzSuOWrNFLWw,"I Shot The Sheriff","Burnin' (The Definitive Remasters)","The Wailers",2001-01-01,281026,0,false,quirky613,2026-06-25T23:55:45Z,"reggae,roots reggae,rocksteady,ska","Island Records",0.799,0.641,8,-9.33,1,0.171,0.313,0.0000222,0.0704,0.719,96.806,4
spotify:track:6NcHJ23mLQKnVxQcOmT7JW,"Someday - Remastered","The Best Of Sugar Ray","Sugar Ray",2005-06-17,243333,56,false,quirky613,2026-06-25T23:57:35Z,"","RT Industries",0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,4
spotify:track:6Neq7tjnknt4URNI8txFL4,"Every Morning - Remastered","The Best Of Sugar Ray","Sugar Ray",2005-06-17,220200,57,false,quirky613,2026-06-25T23:57:35Z,"","RT Industries",0.829,0.674,8,-4.493,1,0.0362,0.0838,0.00174,0.102,0.974,109.917,4
spotify:track:3eWxADd1CLwJVhyPzrCpl8,"When It's Over - Remastered","The Best Of Sugar Ray","Sugar Ray",2005-06-17,218333,56,false,quirky613,2026-06-25T23:57:35Z,"","RT Industries",0.677,0.771,4,-5.852,1,0.0471,0.0465,0,0.165,0.936,99.91,4
spotify:track:1cOj24fUMnBSXhtp7waHVW,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)","Greatest Hits 1979-1990","Dionne Warwick;Elton John;Gladys Knight;Stevie Wonder",1989-10-31,256466,53,false,quirky613,2026-06-25T23:59:25Z,"reggae rock,reggae,musicals","Arista",0.673,0.286,8,-14.643,1,0.0313,0.294,0,0.086,0.199,120.117,4
spotify:track:639nrBsmsfHMoP7wSeTPTm,"Back Home","Magazines Or Novels","Andy Grammer",2014-01-01,199112,0,false,quirky613,2026-06-26T00:01:12Z,"malaysian pop","S-Curve Records",0.618,0.856,11,-6.482,1,0.047,0.034,0,0.083,0.637,99.968,4
spotify:track:215JYyyUnrJ98NK3KEwu6d,"Soak Up The Sun","C'Mon, C'Mon","Sheryl Crow",2002-04-08,292306,70,false,quirky613,2026-06-26T00:01:36Z,"christmas","A&M",0.717,0.732,4,-4.985,1,0.0426,0.0394,0,0.136,0.708,119.996,4
spotify:track:4PzPvpE63ttEbKyMDRWB6q,"The First Cut Is the Deepest - Acoustic Version","Music From The WB Television Series One Tree Hill (change in 1 track bundle status)","Sheryl Crow",2005-01-25,230973,50,false,quirky613,2026-06-26T00:01:36Z,"christmas","Maverick",0.638,0.336,2,-7.52,1,0.0248,0.759,0,0.0728,0.567,78.86,4
spotify:track:5XrfFo0JFOnWD9ZMNXGkQh,"If It Makes You Happy","Sheryl Crow","Sheryl Crow",1996-01-01,323400,70,false,quirky613,2026-06-26T00:01:36Z,"christmas","A&M",0.543,0.682,7,-7.091,1,0.0289,0.0496,0.0000842,0.104,0.292,95.421,4
spotify:track:0t6DAi9KEiaWOtgTTXGhD2,"Everyday Is A Winding Road","Sheryl Crow","Sheryl Crow",1996-01-01,256000,60,false,quirky613,2026-06-26T00:01:36Z,"christmas","A&M",0.629,0.673,6,-8.285,1,0.0409,0.0422,0.0000369,0.1,0.718,112.955,4
spotify:track:3ZpQiJ78LKINrW9SQTgbXd,"All I Wanna Do","Tuesday Night Music Club","Sheryl Crow",1993-08-03,272106,75,false,quirky613,2026-06-26T00:01:36Z,"christmas","A&M",0.82,0.528,9,-11.18,1,0.032,0.107,0.0188,0.257,0.926,120.089,4
spotify:track:1sSNWjLtY4GwyhqAwAnPD9,"Sit Still, Look Pretty","Daya","Daya",2015-09-04,200717,1,false,quirky613,2026-06-26T00:05:56Z,"reggae,roots reggae","Z-Entertainment",0.66,0.767,2,-3.016,1,0.261,0.12,0,0.181,0.554,181.819,4
spotify:track:2hsza71y54ABzmabyNDtM4,"Hide Away","Daya","Daya",2015-09-04,192381,0,false,quirky613,2026-06-26T00:05:56Z,"reggae,roots reggae","Z-Entertainment",0.884,0.826,11,-3.672,0,0.0853,0.222,0.00000229,0.0719,0.465,94.997,4
spotify:track:5riOR1HUcAulEusPRtIlhe,"Be Ok","Be OK","Ingrid Michaelson",2008,148080,0,false,quirky613,2026-06-26T00:06:44Z,"","Cabin 24 Records",0.821,0.788,4,-6.747,1,0.0484,0.127,0,0.117,0.933,133.019,4
spotify:track:05xaXtqDCSFR9OLS5tL5oQ,"Everybody","Everybody","Ingrid Michaelson",2009-08-25,209546,0,false,quirky613,2026-06-26T00:06:44Z,"","Cabin 24 Records",0.74,0.63,11,-6.735,1,0.0338,0.446,0,0.08,0.464,95.014,4
spotify:track:14sAMwqbuFDSlLKmVBD9MI,"Girls Chase Boys","Lights Out","Ingrid Michaelson",2014-04-15,221413,0,false,quirky613,2026-06-26T00:06:44Z,"","Cabin 24 Records Under Exclusive License to Mom + Pop",0.473,0.82,8,-5.702,1,0.0408,0.031,0.0000155,0.0414,0.678,84.893,4
spotify:track:3VA8T3rNy5V24AXxNK5u9E,"King of Anything","Kaleidoscope Heart","Sara Bareilles",2010-09-07,207428,61,false,quirky613,2026-06-26T00:06:44Z,"j-pop,anime","Epic",0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003,4
spotify:track:4E6cwWJWZw2zWf7VFbH7wf,"Love Song","Little Voice","Sara Bareilles",2007-07-03,258483,75,false,quirky613,2026-06-26T00:06:44Z,"j-pop,anime","Epic",0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,4
spotify:track:03kCR9HZpX5muU7D8xYPOL,"Many the Miles","Little Voice","Sara Bareilles",2007-07-03,311173,52,false,quirky613,2026-06-26T00:06:44Z,"j-pop,anime","Epic",0.505,0.717,8,-5.097,1,0.0457,0.00796,0.0000615,0.0971,0.462,158.054,4
spotify:track:7jJH8F3PHlNvxfqEAAfFDl,"I Choose You","The Blessed Unrest","Sara Bareilles",2013-07-16,218693,62,false,quirky613,2026-06-26T00:06:44Z,"j-pop,anime","Epic",0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,4
