Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4rUFDPZ0C3UvvJNDMTgctA,"Raining In My Heart","20 Golden Greats: Buddy Holly Lives","Buddy Holly",1974-01-01,167800,0,false,quirky613,2026-06-25T23:26:14Z,"christmas,big band,swing music","Universal Music Group",0.643,0.167,7,-15.071,1,0.0334,0.539,0,0.176,0.531,105.59,4
spotify:track:49dOnz1NuDgUNba91MudGy,"That'll Be The Day","The Very Best Of Buddy Holly","Buddy Holly",1999-01-01,136800,0,false,quirky613,2026-06-25T23:26:29Z,"christmas,big band,swing music","Universal Music Group",0.651,0.528,9,-8.033,1,0.0294,0.608,0,0.342,0.873,126.707,4
spotify:track:3iJWxZYv5FNcfGcOdgbq2P,"Peggy Sue - Single Version","The Very Best Of Buddy Holly","Buddy Holly",1999-01-01,150066,0,false,quirky613,2026-06-25T23:26:37Z,"christmas,big band,swing music","Universal Music Group",0.659,0.515,9,-7.912,1,0.0296,0.818,0,0.179,0.602,149.126,4
spotify:track:5TuihWGVJZVtzvYGpiTqbo,"Everyday - Single Version","The Very Best Of Buddy Holly","Buddy Holly",1999-01-01,128466,0,false,quirky613,2026-06-25T23:26:50Z,"christmas,big band,swing music","Universal Music Group",0.731,0.255,3,-11.732,1,0.0375,0.485,0,0.09,0.564,135.346,4
spotify:track:1CQWIpYzU0fk0DT4oXsrkd,"Roll Over Beethoven","Berry Is On Top","Chuck Berry",1959-01-01,144600,0,false,quirky613,2026-06-25T23:31:21Z,"motown,northern soul,doo-wop","Universal Music Group",0.707,0.78,3,-10.142,1,0.235,0.83,0,0.199,0.808,92.653,4
spotify:track:1ABzAAYXXU8VQDMdhmC1U3,"School Day (Ring Ring Goes The Bell)","After School Session","Chuck Berry",1957,160693,0,false,quirky613,2026-06-25T23:31:30Z,"motown,northern soul,doo-wop","Geffen/MCA/Chess",0.771,0.863,7,-5.086,1,0.046,0.816,0.0000301,0.107,0.951,130.913,4
spotify:track:7KkzVlps826NezcpXPvEuV,"Johnny B. Goode","Universal Masters collection","Chuck Berry",1999-12-20,162093,0,false,quirky613,2026-06-25T23:31:30Z,"motown,northern soul,doo-wop","Universal Music LLC",0.502,0.931,5,-4.686,1,0.174,0.697,0.00000392,0.281,0.903,166.407,4
spotify:track:1gcuhZPKmTYvn5VT5EZLR6,"Cheek To Cheek","Ella and Louis","Ella Fitzgerald;Louis Armstrong",1956-01-01,353266,0,false,quirky613,2026-06-25T23:31:41Z,"doo-wop","Universal Classics & Jazz",0.654,0.311,0,-13.314,1,0.106,0.595,0,0.125,0.677,122.167,4
spotify:track:3CLfWxYPHrTz3UFLCRUbGT,"I Fall In Love Too Easily (Vocal)","My Ideal","Chet Baker",2015-10-10,201440,0,false,quirky613,2026-06-25T23:31:53Z,"classic rock","U-5",0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,4
spotify:track:6o86RhOPXn2zEZtwPy70Lc,"Let's Get Lost","My Ideal","Chet Baker",2015-10-10,225293,0,false,quirky613,2026-06-25T23:31:53Z,"classic rock","U-5",0.494,0.248,4,-14.51,0,0.0355,0.764,0.000341,0.146,0.495,75.273,4
spotify:track:0NpvdCO506uO58D4AbKzki,"Sherry","The Very Best of Frankie Valli & The 4 Seasons","Frankie Valli & The Four Seasons",2003-01-14,152160,56,false,quirky613,2026-06-25T23:32:15Z,"rockabilly,rock and roll,psychobilly,doo-wop","Rhino",0.703,0.478,7,-8.062,1,0.0441,0.626,0,0.113,0.734,117.562,4
spotify:track:3VPJVon5HEa2VGZC62RJfW,"Big Girls Don't Cry","The Very Best of Frankie Valli & The 4 Seasons","Frankie Valli & The Four Seasons",2003-01-14,145973,51,false,quirky613,2026-06-25T23:32:15Z,"rockabilly,rock and roll,psychobilly,doo-wop","Rhino",0.815,0.606,7,-9.733,1,0.115,0.571,0,0.13,0.883,130.45,4
spotify:track:6vL5Kx5LmZzcL12DZl2OiY,"Why Do Fools Fall in Love","25 Greatest Hits","Frankie Lymon & The Teenagers",1999-02-15,138973,47,false,quirky613,2026-06-25T23:32:15Z,"","Parlophone UK",0.439,0.458,1,-9.906,1,0.0675,0.617,0.0000602,0.121,0.866,174.147,4
spotify:track:1p9rtS9FiIFUP1BrkKheST,"Walk Like a Man","The Very Best of Frankie Valli & The 4 Seasons","Frankie Valli & The Four Seasons",2003-01-14,137533,47,false,quirky613,2026-06-25T23:32:15Z,"rockabilly,rock and roll,psychobilly,doo-wop","Rhino",0.694,0.719,3,-7.715,1,0.0368,0.564,0.00000223,0.0806,0.95,118.13,4
spotify:track:2y9EQJ5OsbHjkU4khZwLPa,"Singin' in the Rain","Singing In The Rain (The Classics)","Gene Kelly",2016-05-23,256232,6,false,quirky613,2026-06-25T23:32:55Z,"vocal jazz,jazz,swing music,big band,christmas","CTS Digital",0.453,0.224,5,-15.974,1,0.0355,0.87,0.000116,0.21,0.439,136.179,4
spotify:track:1q7njNe2QfE0xbZMtTOT2m,"Long Tall Sally","The Very Best Of Little Richard","Little Richard",2008-01-01,128280,1,false,quirky613,2026-06-25T23:33:51Z,"rockabilly,rock and roll,doo-wop","Universal Music Group",0.415,0.635,5,-8.982,1,0.0772,0.608,0,0.25,0.842,183.665,4
spotify:track:3PGh3Vk3uJDzkkqMIKFkSF,"(I'll Remember) In The Still Of The Night","Dirty Dancing","The Five Satins",1987-07-10,185773,0,false,quirky613,2026-06-25T23:35:55Z,"psychedelic rock,classic rock,acid rock,blues rock","RCA Records Label",0.49,0.224,5,-17.891,1,0.0335,0.892,0,0.0819,0.299,71.4,4
spotify:track:0EMmVUYs9ZZRHtlADB88uz,"Come On Eileen","Too Rye Ay","Dexys Midnight Runners",1982-08,287306,2,false,quirky613,2026-06-25T23:38:43Z,"classic rock,acid rock","Universal Special Markets",0.45,0.658,2,-7.064,1,0.0472,0.648,0.00000314,0.264,0.781,106.799,4
spotify:track:5B9q5m6xm5Gsr8hS0ROOBq,"Hey You","Four Wheel Drive","Bachman-Turner Overdrive",1975,216573,0,false,quirky613,2026-06-25T23:38:43Z,"jazz,swing music,vocal jazz,big band","Universal/Island Def Jam",0.498,0.579,9,-13.465,1,0.0293,0.0215,0.0742,0.102,0.918,118.294,4
spotify:track:5ROeX4Hi9XoBT5hmBR1xra,"Summer Of '69","Reckless","Bryan Adams",1984-01-01,216973,1,false,quirky613,2026-06-25T23:38:43Z,"doo-wop","Universal Music Ltd.",0.505,0.71,2,-10.853,1,0.0371,0.0115,0.00000258,0.0977,0.771,138.907,4
spotify:track:5XPv30nzEZOFS10mKGbtQ7,"Up Around The Bend","Cosmo's Factory (40th Anniversary Edition)","Creedence Clearwater Revival",1970-07-25,161466,0,false,quirky613,2026-06-25T23:38:43Z,"doo-wop","Universal Music Group",0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318,4
spotify:track:66FSV5dLK5sNLZ00IfHxfD,"Bad Moon Rising","Green River (40th Anniversary Edition)","Creedence Clearwater Revival",1969-08-03,141600,2,false,quirky613,2026-06-25T23:38:43Z,"doo-wop","Fantasy Records",0.641,0.774,2,-5.916,1,0.0278,0.0543,0.0000105,0.0473,0.942,89.787,4
spotify:track:4JuJ9ewGWWGy0U3URuXOSI,"Have You Ever Seen The Rain?","Pendulum (40th Anniversary Edition)","Creedence Clearwater Revival",1970-12-07,160133,1,false,quirky613,2026-06-25T23:38:43Z,"doo-wop","Concord Records, Inc.",0.741,0.697,0,-7.028,1,0.0277,0.0664,0.0000228,0.133,0.774,116.109,4
spotify:track:55kfFPBui9kbBo3MMnS2ja,"Hey Jealousy","New Miserable Experience (Deluxe Edition)","Gin Blossoms",2002-01-01,235426,0,false,quirky613,2026-06-25T23:38:43Z,"doo-wop","A&M",0.38,0.923,6,-4.107,0,0.0666,0.000177,0,0.329,0.436,152.951,4
spotify:track:3D9aRFIrFGDnBJAmP6ODYW,"Hurts So Good","Words & Music: John Mellencamp's Greatest Hits","John Mellencamp",2004-01-01,219360,0,false,quirky613,2026-06-25T23:38:43Z,"motown,classic soul,soul","Universal/Island Def Jam",0.809,0.739,9,-5.35,1,0.0358,0.0409,0.000163,0.0929,0.971,125.456,4
spotify:track:3vmOEg3JBiNxaz0mHxPSPC,"Jack & Diane","Words & Music: John Mellencamp's Greatest Hits","John Mellencamp",2004-01-01,256093,0,false,quirky613,2026-06-25T23:38:43Z,"motown,classic soul,soul","Universal/Island Def Jam",0.812,0.407,9,-8.152,1,0.0433,0.0338,0.00000383,0.0555,0.584,103.968,4
spotify:track:1nzcKrYRTWZJEwWzyAU8XM,"Born To Be Wild","20th Century Masters : The Millennium Collection: Best of Steppenwolf","Steppenwolf",1999-01-01,210400,0,false,quirky613,2026-06-25T23:38:43Z,"disco,philly soul","Universal Strategic Marketing",0.488,0.782,9,-8.866,1,0.0691,0.205,0.666,0.182,0.591,146.023,4
spotify:track:0vJUdIefT5caKla9H8b1q4,"Love Song","The Great Radio Controversy","Tesla",1989-01-01,323360,61,false,quirky613,2026-06-25T23:45:02Z,"doo-wop","Geffen",0.354,0.318,2,-9.974,1,0.034,0.343,0.0389,0.113,0.281,81.854,4
spotify:track:648BMGrt98kUbLo24A4vgj,"Hip To Be Square","Fore!","Huey Lewis & The News",1986-01-01,245466,67,false,quirky613,2026-06-25T23:51:55Z,"","EMI/EMI Records (USA)",0.668,0.779,9,-11.089,1,0.0325,0.0025,0.000356,0.139,0.963,140.873,4
spotify:track:2pAdtQuiEVGr7nOXGiv7t4,"If This Is It","Sports","Huey Lewis & The News",1983,233160,63,false,quirky613,2026-06-25T23:51:55Z,"","Capitol Records (CAP)",0.349,0.667,7,-7.407,1,0.0329,0.208,0.0000015,0.317,0.84,147.414,3
spotify:track:2ACjOtICHXrAlP3ijVMSvb,"Unchained Melody","Rock N' Roll Legends","The Righteous Brothers",2008-01-01,215853,61,false,quirky613,2026-06-25T23:54:20Z,"","Universal Music Group International",0.349,0.326,0,-10.749,1,0.0286,0.512,0.00144,0.665,0.297,98.888,3
spotify:track:39hE7MMHFjYsqv7zwhR6LD,"Blue Moon - 2004 Remaster","The Very Best Of The Marcels","The Marcels",2005-07-15,136653,35,false,quirky613,2026-06-25T23:54:20Z,"blues,blues rock,classic rock","Parlophone UK",0.617,0.5,7,-7.979,1,0.0396,0.685,0,0.0778,0.904,127.7,4
spotify:track:2jg4Yc8071puvDRYi22B3a,"Signed, Sealed, Delivered (I'm Yours)","Number 1's","Stevie Wonder",2007-01-01,158040,0,false,quirky613,2026-06-25T23:54:20Z,"doo-wop","Universal Strategic Marketing",0.646,0.784,5,-6.137,1,0.0334,0.00495,0,0.061,0.819,108.84,4
spotify:track:41pXUhrCUypo9mjVvNMmIx,"(Don't Fear) The Reaper - Single Version","Pure... Rock","Blue Öyster Cult",2012-09-07,307200,29,false,quirky613,2026-06-25T23:55:00Z,"rockabilly,rock and roll","Sony Music Entertainment",0.33,0.951,9,-7.328,0,0.0706,0.00062,0.000308,0.263,0.443,141.311,4
spotify:track:63tznJW5FCf5jM7hgYvEMe,"Be-Bop-A-Lula - 2002 - Remastered","Blue Jean Bop","Gene Vincent & His Blue Caps;Gene Vincent",2002-09-17,156266,0,false,quirky613,2026-06-25T23:55:07Z,"motown,classic soul,soul,retro soul,funk","Capitol Records",0.592,0.562,4,-9.689,1,0.046,0.511,0,0.196,0.792,127.465,4
spotify:track:7xjOvKT2SXk6DAyNGSMPXh,"Spirit In The Sky","My Name Is Joe","Norman Greenbaum;George Fenton",1998,239866,1,false,quirky613,2026-06-25T23:55:28Z,"motown,soul,classic soul,musicals","Debonair",0.607,0.517,9,-11.101,1,0.0521,0.0827,0.047,0.3,0.489,128.384,4
spotify:track:5HRL78OfxCYsDQtRYsBF4T,"Magic Carpet Ride","20th Century Masters : The Millennium Collection: Best of Steppenwolf","Steppenwolf",1999-01-01,267800,1,false,quirky613,2026-06-25T23:55:28Z,"disco,philly soul","Universal Strategic Marketing",0.611,0.814,4,-10.446,0,0.0552,0.157,0.00846,0.0648,0.743,111.221,4
spotify:track:0N6B2pGkEAdgEHROClq8dU,"Boogie Woogie Bugle Boy","Great Songs Of WWII","The Andrews Sisters",2011-10-14,166817,0,false,quirky613,2026-06-25T23:55:28Z,"rockabilly,rock and roll,doo-wop,boogie-woogie","Various Artists",0.706,0.548,2,-9.376,1,0.459,0.901,0.000101,0.123,0.832,81.422,4
spotify:track:47O5lXcK78Z3TIiGzuc18l,"Mr. Sandman","The Chordettes","The Chordettes",2011-08-30,144200,55,false,quirky613,2026-06-25T23:55:28Z,"motown,northern soul,doo-wop,classic soul","X5 Music Group",0.626,0.535,9,-4.441,1,0.0443,0.85,0,0.0561,0.671,108.804,4
spotify:track:1NXFB5dr0M5PST7RH80jUS,"Love Potion No. 9","American Graffiti","The Clovers",1973-01-01,113400,0,false,quirky613,2026-06-25T23:55:28Z,"rockabilly,rock and roll","Geffen",0.75,0.518,7,-10.341,1,0.14,0.631,0,0.189,0.759,128.802,4
spotify:track:3emUseXrDPfMFRsrIGM38c,"Do You Love Me - Mono","16 #1 Hits From The Early 1960's","The Contours",1982-01-01,172240,0,false,quirky613,2026-06-25T23:55:28Z,"","Universal Music Group",0.595,0.678,5,-10.919,1,0.0377,0.649,0,0.134,0.829,150.344,4
spotify:track:4Ul2q7TUVGkHIFyMABAgk6,"Come Go With Me","Come Go With Me: The Best Of The Del-Vikings","The Del-Vikings",1997-01-01,162293,0,false,quirky613,2026-06-25T23:55:28Z,"classic rock,hard rock","Universal Music Group",0.579,0.557,5,-9.332,0,0.0406,0.7,0,0.121,0.611,129.369,4
spotify:track:6aTeoDQaHkkpzhI1bDcmdJ,"Please Mr. Postman - Single Version / Mono","The Definitive Collection","The Marvelettes",2008-01-01,149293,0,false,quirky613,2026-06-25T23:55:28Z,"doo-wop","Universal Music Group",0.77,0.852,2,-2.49,1,0.0332,0.84,0,0.113,0.966,120.995,4
spotify:track:75Mwp7YsQRk0ZBq1lOdL2T,"Earth Angel","The Original Hit Recording - Earth Angel","The Penguins",2012-08-13,178000,0,false,quirky613,2026-06-25T23:55:28Z,"","MS Embassy",0.489,0.271,8,-9.416,1,0.0281,0.898,0,0.11,0.486,72.36,4
spotify:track:75wP08AtMfGfjk0nPdvVw3,"Runnin' Down A Dream","Anthology: Through The Years","Tom Petty and the Heartbreakers",2000-01-01,264333,2,false,quirky613,2026-06-25T23:55:28Z,"classic rock","Interscope",0.467,0.955,9,-6.043,1,0.0462,0.00072,0.426,0.494,0.68,169.776,4
spotify:track:5eYwDBLucWfWI5KsV7oYX2,"Mary Jane's Last Dance","Anthology: Through The Years","Tom Petty and the Heartbreakers",2000-01-01,272266,1,false,quirky613,2026-06-25T23:55:28Z,"classic rock","Interscope",0.402,0.814,10,-4.954,1,0.14,0.0383,0.00000119,0.266,0.516,170.02,4
spotify:track:3i85UIF4nR7qZXTnEwqdPr,"Changes","Changes","Charles Bradley",2016-04-01,342999,0,false,quirky613,2026-06-26T00:01:20Z,"rockabilly,rock and roll,doo-wop,psychobilly,roots rock","Daptone Records",0.41,0.449,0,-8.14,1,0.0346,0.00584,0.00133,0.067,0.307,148.119,3
spotify:track:5qRJD1yaLJ5s0J3JpbgnwA,"Evil Woman","Flashback","Electric Light Orchestra",1972,259825,68,false,quirky613,2026-06-26T00:09:06Z,"folk rock,yacht rock","Epic/Legacy",0.703,0.58,9,-8.611,0,0.0282,0.461,0.0000274,0.518,0.896,119.855,4
spotify:track:2RlgNHKcydI9sayD2Df2xp,"Mr. Blue Sky","Out of the Blue","Electric Light Orchestra",1977,303820,85,false,quirky613,2026-06-26T00:09:06Z,"folk rock,yacht rock","Epic/Legacy",0.388,0.338,10,-10.054,1,0.0329,0.652,0.00000373,0.248,0.478,177.765,4
spotify:track:19qzSe9XbN4BdJdvxBK5Xl,"Sugar Sugar","Doogal","Doogal",2006-03-07,169373,0,false,quirky613,2026-06-26T00:09:06Z,"northern soul,doo-wop,motown","Milan Records",0.754,0.708,2,-7.92,1,0.0278,0.398,0,0.129,0.965,122.471,4
spotify:track:7DiaNCPgH5dJ1cJ925jTAA,"Let It Rain","Eric Clapton","Eric Clapton",1970-08-01,301266,53,false,quirky613,2026-06-26T00:09:06Z,"","Polydor Records",0.442,0.616,2,-11.417,1,0.0294,0.111,0.00321,0.0993,0.746,122.267,4
spotify:track:1UKobFsdqNXQb8OthimCKe,"Helplessly Hoping - 2005 Remaster","Crosby, Stills & Nash","Crosby, Stills & Nash",1969-05-29,157893,70,false,quirky613,2026-06-26T00:09:06Z,"glam metal,glam rock,hard rock","Rhino Atlantic",0.483,0.159,7,-13.648,1,0.0353,0.914,0,0.111,0.423,146.721,4
spotify:track:4NjyI3qjCRv3XZXgcISc8E,"Watching The Wheels - Remastered 2010","Power To The People - The Hits","John Lennon",2010-10-04,211573,0,false,quirky613,2026-06-26T00:09:06Z,"bluegrass,traditional folk","EMI Catalogue",0.667,0.511,0,-11.016,1,0.0292,0.317,0,0.135,0.396,82.841,4
spotify:track:1hT4to36Irysxm8HJWkkih,"Uncle Albert/Admiral Halsey - Remastered 1993","Wings Greatest","Paul McCartney;Linda McCartney",1978-11-22,288093,0,false,quirky613,2026-06-26T00:09:06Z,"southern rock,classic rock,rock","Paul McCartney Catalog",0.38,0.337,7,-16.099,1,0.0291,0.452,0.039,0.295,0.494,91.513,4
spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b,"Surfin' U.S.A. - Remastered 2001","Surfin' USA (Remastered)","The Beach Boys",1963-03-25,149373,75,false,quirky613,2026-06-26T00:09:06Z,"classic rock","Capitol Records",0.55,0.854,3,-5.968,1,0.036,0.661,0,0.112,0.965,159.231,4
spotify:track:263aNAQCeFSWipk896byo6,"Friday I'm in Love","Wish","The Cure",1992-04-21,214400,76,false,quirky613,2026-06-26T00:09:06Z,"country,acoustic country","Elektra Records",0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,4
spotify:track:1JO1xLtVc8mWhIoE3YaCL0,"Happy Together","Happy Together","The Turtles",1967,176293,80,false,quirky613,2026-06-26T00:09:06Z,"country,acoustic country,pop country","Flo & Eddie, Inc.",0.584,0.367,6,-9.638,0,0.0328,0.55,0.0000138,0.0818,0.588,120.175,4
spotify:track:4DRBaZ760gyk7LWnaJFqsJ,"I Want To Hold Your Hand - Remastered 2015","1 (Remastered)","The Beatles",2000-11-13,145746,0,false,quirky613,2026-06-26T00:09:06Z,"soft rock","Universal Music Group",0.49,0.715,7,-5.549,1,0.0476,0.386,0,0.311,0.866,130.726,4
spotify:track:1dfuJYDSIc41cw5RPsaCF1,"Help! - Remastered 2015","1 (Remastered)","The Beatles",2000-11-13,139240,0,false,quirky613,2026-06-26T00:09:06Z,"soft rock","Universal Music Group",0.602,0.736,11,-6.51,0,0.0332,0.149,0,0.0776,0.819,94.931,4
spotify:track:0aym2LBJBk9DAYuHHutrIl,"Hey Jude - Remastered 2015","1 (Remastered)","The Beatles",2000-11-13,425653,72,false,quirky613,2026-06-26T00:09:06Z,"soft rock","UMC (Universal Music Catalogue)",0.386,0.607,10,-7.7,1,0.0261,0.0112,0.0000138,0.088,0.532,147.207,4
spotify:track:2EqlS6tkEnglzr7tkKAAYD,"Come Together - Remastered 2009","Abbey Road (Remastered)","The Beatles",1969-09-26,259946,82,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.53,0.376,9,-11.913,0,0.04,0.0304,0.247,0.0926,0.188,164.775,4
spotify:track:7oSUp4yZ0FbuSvVmCxH2ty,"Something - Remastered","Abbey Road (Remastered)","The Beatles",1969-09-26,182293,0,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.396,0.338,0,-10.872,1,0.0304,0.198,0.00000262,0.138,0.377,133.522,4
spotify:track:2mxByJWOajjiVsLWjNXvDJ,"Oh! Darling - Remastered 2009","Abbey Road (Remastered)","The Beatles",1969-09-26,207240,73,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0288,0.268,0.55,173.941,3
spotify:track:6dGnYIeXmHdcikdzNNDMm2,"Here Comes The Sun - Remastered 2009","Abbey Road (Remastered)","The Beatles",1969-09-26,185733,86,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.177,4
spotify:track:69d54YOS8TOQiUYjX57XeA,"A Hard Day's Night - Remastered","A Hard Day's Night (Remastered)","The Beatles",1964-07-10,154200,0,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.59,0.805,0,-6.481,1,0.0371,0.137,0,0.0996,0.797,138.514,4
spotify:track:7KmRz1oKEwgj9qpfn72OfO,"Can't Buy Me Love - Remastered","A Hard Day's Night (Remastered)","The Beatles",1964-07-10,131866,0,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.483,0.677,0,-5.91,1,0.0593,0.283,0,0.321,0.842,170.72,4
spotify:track:5V1AHQugSTASVez5ffJtFo,"Let It Be - Remastered","Let It Be (Remastered)","The Beatles",1970-05-08,243026,1,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.443,0.403,0,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,4
spotify:track:7c76SiAfT7JkMiCm8BBCcP,"Hello, Goodbye - Remastered","Magical Mystery Tour (Remastered)","The Beatles",1967-11-27,208840,0,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.479,0.733,0,-8.753,1,0.0256,0.306,0.000024,0.414,0.806,99.307,4
spotify:track:3xMSaDC9TU6AQJIsxQB7MK,"All You Need Is Love - Remastered","Magical Mystery Tour (Remastered)","The Beatles",1967-11-27,230386,0,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.4,0.48,7,-7.768,1,0.0295,0.346,0.000031,0.155,0.653,103.436,4
spotify:track:48TNLcToLs8DWkdj5vYdiW,"Rain - Remastered 2009","Past Masters (Vols. 1 & 2 / Remastered)","The Beatles",1988-03-07,181320,52,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.234,0.693,0,-8.277,1,0.0408,0.0000282,0.899,0.442,0.541,106.933,4
spotify:track:63nTBScSLXWwyeizXi9Rmi,"I Saw Her Standing There - Remastered","Please Please Me (Remastered)","The Beatles",1963-03-22,173946,1,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.491,0.801,4,-9.835,1,0.0361,0.27,0,0.0665,0.971,160.109,4
spotify:track:4Z1fbYp0HuxLBje4MOZcSD,"Twist And Shout - Remastered","Please Please Me (Remastered)","The Beatles",1963-03-22,155226,1,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.482,0.849,2,-9.198,1,0.0452,0.641,0.00000774,0.0414,0.937,124.631,4
spotify:track:7HTH1ppjkkOe7RLoBDKXYJ,"Good Day Sunshine - Remastered 2009","Revolver (Remastered)","The Beatles",1966-08-05,129293,60,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.77,0.496,11,-8.45,1,0.0468,0.719,0,0.123,0.571,117.331,3
spotify:track:3FCnUhO6ao6hFRgCLPkSUE,"Lucy In The Sky With Diamonds - Remastered","Sgt. Pepper's Lonely Hearts Club Band (Remastered)","The Beatles",1967-06-01,208466,0,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.311,0.325,2,-9.042,1,0.0283,0.0469,0,0.139,0.668,65.09,1
spotify:track:3wr146ap95fc6vq3dbqtpJ,"Back In The U.S.S.R. - Remastered","The Beatles (Remastered)","The Beatles",1968-11-22,163453,0,false,quirky613,2026-06-26T00:09:06Z,"soft rock","EMI Catalogue",0.48,0.969,9,-7.464,1,0.0854,0.069,0.00022,0.0608,0.494,142.489,4
